userID,pageID,rating,time
7851,42945,28,1403760055
7966,39149,53,1397579899
7966,39190,86,1397580357
7966,39193,4,1397581612
7966,39196,4,1397585769
7974,38468,87,1398370321
8451,24434,8,1417292748
8451,24435,1,1417292775
8451,24436,100,1417294248
8451,24437,86,1417294301
8451,24438,15,1417294509
8550,23474,56,1398202451
8582,42811,100,1397428513
8582,42821,100,1397428620
8582,42825,99,1397428729
8582,42829,100,1397428867
8582,42833,99,1397429005
8582,42932,100,1397429109
8582,42933,100,1397429328
8582,42934,98,1397429647
8582,42935,99,1397429545
8582,42936,99,1397429757
8582,42937,98,1397429861
8582,42938,100,1397429999
8582,42939,99,1397430820
8582,42940,99,1397431655
8582,42941,91,1397432251
8582,42942,99,1397432567
8582,42943,88,1397432866
8627,29937,11,1417834942
8627,29938,84,1417841474
8627,29939,82,1417840623
8831,21829,10,1394571673
8831,22680,1,1394575085
8831,22681,85,1394576431
8831,24851,9,1394574136
8831,24852,7,1394569011
8831,26393,5,1394575551
8831,26394,54,1394568627
8831,26398,56,1394574609
8831,26399,38,1394573098
8831,35568,44,1394571348
8831,35572,2,1394581410
8831,35574,14,1394580877
8983,39192,1,1397636335
8983,39196,2,1397638625
9091,29947,78,1397426602
9091,29948,73,1397427118
9400,39149,54,1397617483
9400,39192,3,1397621219
9400,39196,9,1397624663
9428,39194,58,1397596360
9457,21570,100,1397334530
9457,21574,75,1397334863
9457,21580,95,1397336387
9457,21590,90,1397344784
9457,21595,70,1397345189
9457,21597,90,1397768897
9457,26547,80,1398381267
9457,26548,90,1398381777
9457,26558,90,1398382596
9457,26576,65,1398384038
9457,26582,85,1398386247
9457,26593,90,1398386925
9457,26601,85,1398389242
9457,26603,90,1398389738
9457,26605,30,1398390570
9457,26607,95,1398390784
9457,26611,90,1398392537
9457,26613,75,1398393614
9457,26615,60,1398394347
9457,26619,85,1398402288
9457,26625,80,1398402803
9457,26627,85,1398403497
9457,38292,90,1398450016
9457,38299,90,1398452312
9457,38302,75,1398452613
9457,45866,95,1397421342
9457,45867,100,1397421082
9457,45869,70,1397420286
9457,45870,95,1397420556
9457,45871,90,1397420953
9457,45873,75,1397414059
9457,45874,54,1397415110
9457,45876,100,1397411375
9457,45877,85,1397413351
9457,45878,75,1397410268
9457,45880,90,1397411793
9457,45882,80,1397410291
9457,45883,85,1397177061
9457,45884,95,1397174330
9457,45885,90,1397173809
9457,45886,80,1397175790
9457,45887,90,1397173055
9457,45888,90,1397176326
9457,45890,80,1397171800
9457,45891,85,1397163536
9457,45892,100,1397161836
9457,45895,100,1397164822
9457,45900,100,1397603861
9457,45901,90,1397602710
9457,45902,100,1397603491
9457,45903,70,1397599721
9457,45906,80,1397430098
9457,45910,90,1397427241
9457,45911,55,1397426154
9457,45912,95,1397425527
9457,45913,80,1397425381
9457,45914,80,1397423954
9487,29968,93,1418777741
9513,42817,2,1397632835
10121,29934,100,1417541699
10121,29935,50,1417541757
10121,29937,15,1417542527
10121,29938,90,1417886708
10121,29939,49,1417886688
10121,29940,80,1417887859
10121,29941,96,1417888096
10121,29942,40,1417890982
10121,39149,35,1429549078
10121,39189,90,1429549216
10121,39190,93,1429549295
10121,39191,89,1429549401
10121,39192,15,1429550086
10121,41994,70,1417892129
10121,41995,100,1417892186
10121,41997,40,1417892626
10121,42002,1,1417893784
10145,35151,94,1396903221
10238,35562,99,1398126580
10238,35572,100,1398121580
10238,35575,98,1398120129
10289,35544,1,1398238321
10289,35555,2,1398237632
10289,35559,2,1398237388
10289,35560,1,1398237323
10289,35565,6,1398236600
10289,35566,75,1398236298
10289,35568,49,1398235046
10289,35570,1,1398234418
10295,26390,7,1398316791
10297,35570,3,1394595922
10299,26385,51,1398314386
10299,26386,54,1398314628
10299,26389,67,1398315891
10299,26390,38,1398316120
10299,26400,69,1398318142
10299,26401,42,1398318626
10299,26406,100,1398317721
10299,26407,86,1398317984
10299,26408,74,1398317655
10299,35554,81,1398308823
10299,35570,4,1398314160
10299,35571,13,1398313524
10299,35573,34,1398313077
10299,35574,27,1398312382
10299,35575,99,1398312022
10299,35576,38,1398311651
10299,35577,59,1398310562
10299,35578,99,1398309743
10299,35579,26,1398309550
10299,35580,51,1398309292
10330,26547,89,1398394773
10330,26548,87,1398406646
10330,26591,90,1398446353
10333,22674,1,1398284686
10333,35579,6,1391490854
10354,21455,85,1391484321
10354,21763,81,1391540828
10354,25520,13,1391494267
10354,26591,50,1391541258
10354,35553,90,1391487191
10354,38294,75,1391479759
10355,41809,100,1398298195
10382,35554,100,1398210565
10382,35568,79,1398211942
10382,35572,46,1398211651
10382,35574,15,1398211115
10382,35575,97,1398210971
10382,35578,98,1398210780
10382,35579,6,1398210708
10382,35580,100,1398210625
10396,35554,64,1391392314
10415,26394,20,1394664497
10441,42806,100,1429823926
10441,42811,76,1429824475
10441,42817,99,1429824708
10441,42821,99,1429824772
10441,42825,69,1429824993
10441,42933,94,1429825932
10443,22660,81,1397856515
10443,22661,70,1397774548
10443,22663,65,1397857069
10443,22667,90,1397857314
10443,22668,60,1397858397
10443,22669,80,1397878402
10443,22681,80,1397774807
10443,22683,65,1397776905
10443,22684,80,1397783236
10443,22685,60,1397851945
10443,22686,66,1397852639
10443,22687,81,1397856544
10499,29974,20,1418619737
10499,29975,30,1418619766
10499,29982,6,1418620449
10499,39149,70,1418517692
10499,39190,93,1418517988
10499,39192,5,1418519274
10654,21824,11,1398323956
10654,21828,65,1394659570
10654,21829,18,1394660736
10654,21836,81,1398326932
10654,21842,54,1398324832
10654,21843,50,1398324545
10654,22376,1,1398328996
10654,22687,78,1398327094
10654,24840,86,1398327214
10654,26386,62,1398326151
10654,26389,59,1398324253
10654,26390,85,1398323662
10654,26392,1,1398326573
10654,26393,1,1394660909
10654,26394,68,1394661174
10654,26398,15,1394657785
10654,26399,4,1394658026
10654,26400,59,1398326893
10654,26402,15,1398328380
10654,26405,1,1398328491
10654,35535,1,1398316775
10654,35544,30,1398323085
10654,35553,42,1398323075
10654,35554,38,1391489323
10654,35555,32,1398322940
10654,35556,50,1398322863
10654,35557,80,1398322834
10654,35558,73,1398322813
10654,35559,7,1398322657
10654,35565,1,1398316878
10654,35566,1,1398316832
10654,35567,8,1398326592
10654,35568,86,1398316422
10654,35569,1,1398316378
10654,35570,1,1398314953
10654,35571,69,1398314918
10654,35573,72,1398314731
10654,35574,2,1398313670
10654,35576,25,1398313111
10654,35577,2,1391490443
10654,35578,76,1398312124
10654,35579,9,1398311905
10735,42004,50,1417748417
10743,21454,34,1398200823
10743,21455,58,1398201455
10743,21456,11,1398203476
10743,21465,45,1398206185
10743,21467,80,1398204944
10743,21468,100,1398199670
10743,26595,51,1398119723
10743,26597,23,1398121059
10743,26605,30,1398125734
10743,26607,66,1398126626
10743,26611,81,1398127220
10743,26629,26,1398194708
10963,21455,80,1391544335
10963,22661,99,1391563352
10963,24842,43,1391565307
10963,24858,75,1391565896
10963,24859,63,1391565584
10963,26593,90,1391544161
10963,33890,77,1391544819
10963,35554,40,1398224653
10963,35555,70,1391562313
10963,35556,55,1391562618
10963,35557,99,1391562694
10963,35567,50,1398295700
10963,35568,78,1398289853
10963,35569,30,1398288470
10963,35572,15,1398272934
10963,35573,10,1398233573
10963,35574,20,1398231653
10963,35575,85,1398230684
10963,35576,35,1398230480
10963,35577,40,1398229048
10963,35578,75,1398227862
10963,35579,20,1398227154
10963,35580,40,1398226862
10986,39148,70,1397658474
11065,38290,53,1398054928
11090,21439,69,1398224820
11090,21456,2,1397179041
11090,21457,58,1398223660
11090,21627,65,1398223323
11090,21763,90,1397179249
11090,21827,75,1391503252
11090,22660,85,1391503572
11090,22683,79,1398224951
11090,24847,88,1394602498
11090,24848,80,1394603118
11090,24849,59,1394603295
11090,24850,96,1394603544
11090,24851,3,1394604207
11090,24855,95,1394605401
11090,24856,66,1394605676
11090,24857,72,1394605908
11090,24858,74,1394606076
11090,25467,87,1397179441
11090,35553,39,1391501340
11090,35555,49,1391498816
11090,35572,60,1394653728
11090,35574,10,1394653196
11090,35575,94,1394652432
11090,42002,2,1417849265
11090,42003,14,1417849276
11114,41783,90,1398318633
11114,41785,80,1398319635
11114,41787,86,1398319928
11114,41791,65,1398320277
11114,41793,79,1398321556
11114,41794,90,1398321949
11114,41797,100,1398322488
11114,41801,86,1398322836
11114,41802,92,1398322986
11114,41809,65,1398323412
11114,41810,55,1398323867
11114,41813,90,1398327970
11114,41815,76,1398328581
11114,41819,60,1398330030
11114,41820,50,1398330139
11127,21785,80,1398033695
11127,21787,90,1397903338
11127,21796,50,1397898654
11127,22234,96,1398034176
11127,22551,100,1397934229
11127,23464,20,1397950125
11127,24811,100,1397933941
11127,24812,100,1397934127
11127,24817,87,1398114760
11127,24819,82,1398114779
11127,33902,80,1397951068
11127,33908,100,1397903527
11127,33909,100,1397903751
11127,39361,50,1397937054
11127,41794,95,1398110073
11127,41799,15,1398109884
11127,41814,45,1398035947
11127,41815,85,1397899598
11127,41816,75,1397901858
11127,41818,25,1397949124
11252,21731,90,1397954968
11253,29955,100,1418615784
11253,29958,38,1418618926
11253,42806,85,1418595128
11253,42825,99,1418596642
11253,42833,76,1418597040
11253,42934,99,1418598537
11268,22681,96,1398195636
11271,26595,50,1397770631
11271,38290,100,1397166411
11271,38291,78,1397177726
11271,38292,85,1397177742
11271,38293,70,1397177770
11271,38294,50,1397167926
11271,38295,91,1397168568
11271,38296,100,1397169785
11271,38297,1,1397170048
11271,38299,84,1397170942
11271,38301,40,1397172169
11271,38303,61,1397175295
11271,38304,62,1398286699
11271,38305,8,1397176355
11271,38306,1,1397177650
11296,26597,20,1398412855
11298,38283,3,1398406273
11299,33894,1,1391728603
11302,41783,5,1397622714
11318,35571,3,1394593691
11321,21456,19,1398368823
11321,21463,98,1398098468
11321,21762,100,1398368257
11324,26625,1,1398033488
11335,24813,66,1397987452
11352,33893,54,1397067589
11352,41787,93,1397244068
11352,41789,72,1397244763
11354,33893,93,1398143392
11354,33894,13,1398143605
11355,33925,100,1398317684
11355,33926,100,1398317851
11355,33927,100,1398318086
11356,21439,90,1398284551
11356,21818,1,1398285980
11356,21821,97,1398287465
11356,21822,83,1398287703
11356,21824,1,1398286705
11356,21826,50,1398288913
11356,21827,71,1398289309
11356,22676,89,1398299943
11356,22681,97,1398297032
11356,22685,46,1398297382
11356,24854,20,1394598819
11356,26384,5,1398067553
11356,26385,54,1398126384
11356,26386,80,1398126548
11356,26387,90,1398126740
11356,26388,82,1398129400
11356,26389,70,1398131419
11356,26390,3,1398131783
11356,26392,1,1398132095
11356,26393,2,1398134162
11356,26394,87,1398134437
11356,26395,77,1398134915
11356,26397,87,1398135275
11356,26398,57,1398135813
11356,26399,24,1398136761
11356,26400,94,1398136899
11356,26401,7,1398137337
11356,26402,6,1398137547
11356,26403,2,1398137902
11356,26404,14,1398138067
11356,26405,1,1398138175
11356,26406,85,1398138308
11356,26407,76,1398138432
11356,26408,62,1398138534
11356,35535,1,1398047124
11356,35544,1,1398055984
11356,35553,37,1398055587
11356,35554,3,1398301831
11356,35555,1,1398055242
11356,35556,9,1398054803
11356,35557,100,1398054654
11356,35558,76,1398054571
11356,35559,5,1398054396
11356,35560,1,1398053980
11356,35561,10,1398053626
11356,35562,99,1398052585
11356,35563,2,1398052400
11356,35564,4,1398051608
11356,35565,1,1398051385
11356,35566,10,1398048972
11356,35568,56,1398044196
11356,35569,20,1398043880
11356,35570,1,1398042849
11356,35571,1,1398042111
11356,35572,23,1398041437
11356,35573,5,1398040447
11356,35574,10,1398039745
11356,35576,26,1398039059
11356,35577,80,1398038540
11356,35578,57,1398038390
11356,35579,3,1398038160
11362,21787,90,1423020937
11362,22022,90,1398496558
11362,22025,100,1398496672
11362,22027,100,1398496757
11362,22037,100,1398496912
11362,22039,100,1398497079
11362,22042,80,1398497256
11362,22045,100,1398497323
11362,22187,95,1398497972
11362,22189,60,1398498539
11362,22191,20,1398498657
11362,22197,70,1398498936
11362,22199,100,1398544352
11362,22201,100,1398544364
11362,22269,100,1398557018
11362,22270,100,1398557253
11362,22271,100,1398557275
11362,22272,100,1398557301
11362,22273,100,1398557332
11362,22274,40,1398557522
11362,22275,90,1398557686
11362,22276,20,1398557852
11362,22277,90,1398558007
11362,22278,10,1398558735
11362,22279,66,1398559467
11362,22280,39,1398559897
11362,22352,80,1398545142
11362,24425,100,1398702284
11362,24426,75,1398702654
11362,24427,100,1398702701
11362,24428,90,1398703947
11362,24429,70,1398704137
11362,24430,91,1398704314
11362,24431,100,1398704557
11362,24432,100,1398704723
11362,24433,100,1398704894
11362,24434,90,1398705411
11362,24435,100,1398705601
11362,24436,90,1398706060
11362,24437,20,1398706648
11362,24438,20,1398707182
11362,24439,90,1398707737
11362,24440,90,1398707852
11362,24441,20,1398708064
11362,29931,9,1423020586
11362,29932,95,1423021702
11362,29933,100,1423021925
11362,29934,95,1423023047
11362,29968,90,1397629984
11362,29969,58,1397630054
11362,29970,100,1397630286
11362,33908,100,1423020782
11362,41783,37,1398320564
11362,41785,60,1398321152
11362,41787,99,1398322003
11362,41789,1,1398322636
11362,41791,76,1398322740
11362,41795,99,1398327391
11362,41796,17,1398327484
11362,41797,51,1398328655
11362,41799,19,1398328955
11362,41810,14,1398331723
11363,38301,70,1398310409
11363,38303,40,1398313099
11363,38304,1,1398314275
11368,21749,81,1397955684
11368,21750,77,1397956065
11368,21754,67,1397958317
11368,21756,54,1397958694
11415,29968,100,1418762816
11415,29970,99,1418764787
11415,29971,97,1418764859
11415,29972,100,1418765510
11415,29973,98,1418765110
11415,29974,93,1418767442
11415,29977,100,1418769044
11415,39193,57,1418790778
11445,23826,100,1397590977
11445,23840,100,1397594787
11445,23843,100,1397595323
11447,33912,27,1395257676
11459,35151,98,1397618851
11459,35153,99,1397619552
11459,35156,100,1397620536
11459,35159,80,1397623511
11459,35164,98,1397632352
11459,35165,100,1397632825
11459,35167,86,1397633692
11459,35169,100,1397634217
11459,45892,92,1397595962
11466,21296,100,1397760732
11466,21450,100,1397761098
11466,21454,100,1397762023
11466,21455,100,1397762326
11466,21456,100,1397764345
11466,21457,100,1397764422
11466,21458,100,1397764735
11466,21459,100,1397767100
11466,21462,100,1397767029
11466,21463,100,1397766313
11466,21464,100,1397766227
11466,21465,100,1397765247
11466,21466,100,1397765201
11466,21467,100,1397764845
11466,21468,100,1397760915
11466,21570,100,1397941424
11466,21572,100,1397768561
11466,21574,100,1397941454
11466,21576,100,1397769214
11466,21580,100,1397941478
11466,21581,100,1397770269
11466,21584,100,1397942365
11466,21588,100,1397770833
11466,21590,100,1397942672
11466,21592,100,1397771440
11466,21595,100,1397942698
11466,21603,100,1397942821
11466,21606,100,1397943454
11466,21609,100,1397943508
11466,21612,100,1397944867
11466,21617,100,1397944933
11466,21624,100,1397767623
11466,21627,100,1397767651
11466,21657,100,1397945915
11466,21762,100,1398395064
11466,21763,100,1398395015
11466,21764,100,1398394937
11466,21765,100,1398394877
11466,21768,100,1398394797
11466,21769,100,1398394332
11466,21774,100,1398394054
11466,21776,100,1398393927
11466,21884,100,1398380977
11466,21885,100,1398379564
11466,21886,100,1398380730
11466,21887,100,1398379491
11466,21888,100,1398379442
11466,21953,54,1397625392
11466,21957,100,1397624434
11466,21958,100,1397624467
11466,21959,100,1397624487
11466,21960,100,1397624505
11466,21962,100,1397624097
11466,21963,95,1397624118
11466,21964,100,1397624275
11466,21965,100,1397623325
11466,21966,85,1397623715
11466,21967,100,1397622755
11466,21968,86,1397623064
11466,21969,46,1397622008
11466,21970,67,1397622585
11466,21971,95,1397619704
11466,21972,100,1397619724
11466,21973,99,1397619748
11466,21974,100,1397618703
11466,21975,100,1397618750
11466,21976,86,1397618487
11466,21977,94,1397618519
11466,21978,100,1397618540
11466,21979,100,1397617288
11466,21980,85,1397617784
11466,21981,80,1397617872
11466,21982,55,1397618049
11466,21986,100,1397616721
11466,21987,70,1397616803
11466,21988,86,1397616842
11466,21989,91,1397616871
11466,21990,65,1397616989
11466,22022,78,1429419074
11466,22027,100,1429419155
11466,22032,100,1429419199
11466,22037,100,1429419303
11466,22045,1,1429419420
11466,22047,100,1429419536
11466,22049,100,1429419713
11466,22197,100,1429459592
11466,22199,100,1429460042
11466,22201,100,1429460549
11466,22269,100,1429464369
11466,22270,100,1429464585
11466,22271,100,1429464780
11466,22272,100,1429464813
11466,22275,100,1429465238
11466,22276,50,1429476608
11466,22292,100,1398379183
11466,22293,100,1398379276
11466,22357,100,1429461159
11466,22358,100,1429462756
11466,22359,100,1429462850
11466,22365,100,1398397904
11466,22367,100,1398397883
11466,22368,100,1398397855
11466,22370,100,1398397817
11466,22373,100,1398397684
11466,22375,100,1398396915
11466,22376,100,1398397176
11466,22377,100,1398397385
11466,22378,100,1398397630
11466,22379,100,1398396824
11466,22380,100,1398396787
11466,22381,100,1398396700
11466,22382,100,1398396640
11466,22387,100,1398396326
11466,23232,100,1397768635
11466,23235,100,1397768783
11466,24425,100,1429413287
11466,24426,100,1429413490
11466,24427,100,1429413867
11466,24429,100,1429414103
11466,24430,2,1429414260
11466,24431,100,1429414599
11466,24432,100,1429414637
11466,24433,100,1429414858
11466,24434,100,1429415176
11466,24435,100,1429415496
11466,24436,1,1429415994
11466,24437,1,1429417265
11466,24438,1,1429417483
11466,24439,100,1429418091
11466,24440,40,1429418164
11466,24441,100,1429418631
11466,25480,100,1398398147
11466,25481,100,1398398294
11466,26547,85,1392830280
11466,26548,90,1392830363
11466,26550,85,1392831035
11466,26558,99,1392831199
11466,26576,75,1392831498
11466,26591,100,1398316562
11466,26593,100,1398316710
11466,26595,100,1398316760
11466,26597,100,1398316860
11466,26603,100,1398317418
11466,26605,100,1398317466
11466,26607,100,1398317553
11466,26609,100,1398317621
11466,26611,100,1398318081
11466,26613,100,1398318139
11466,26615,100,1398318420
11466,26617,100,1398318565
11466,26619,100,1398318691
11466,26621,100,1398319115
11466,26623,100,1398319132
11466,26625,100,1398319160
11466,26627,100,1398321007
11466,26629,100,1398321056
11466,35151,100,1396816300
11466,35152,100,1396816542
11466,35153,95,1396816803
11466,35154,91,1396817114
11466,35155,96,1396817323
11466,35156,99,1396818219
11466,35157,98,1396818259
11466,35161,80,1396819897
11466,35167,75,1397599957
11466,35168,100,1397600342
11466,35169,1,1397600704
11466,35170,100,1397600892
11466,35171,100,1397601330
11466,35172,100,1397602007
11466,35173,100,1397603517
11466,35174,100,1397603541
11466,35175,100,1397603738
11466,35176,100,1397603782
11466,35177,93,1397603864
11466,35180,92,1397603944
11466,38282,100,1398310065
11466,38283,100,1398308826
11466,38284,100,1398309214
11466,38285,100,1398307028
11466,38286,100,1398307047
11466,38287,100,1398307457
11466,38288,100,1398307801
11466,38289,100,1398308232
11466,38290,100,1398305015
11466,38291,100,1398305051
11466,38292,80,1392620041
11466,38293,45,1392620319
11466,38294,40,1392620951
11466,38295,100,1398305174
11466,38296,99,1392621263
11466,38297,100,1392621357
11466,38298,100,1398305294
11466,38299,95,1392621927
11466,38300,80,1392622084
11466,38301,100,1398305734
11466,38302,50,1392623600
11466,38303,100,1398306243
11466,38304,100,1398306322
11466,38305,100,1392665441
11466,38306,100,1398306836
11466,38307,51,1392790256
11466,42806,100,1417323607
11466,42811,100,1417325024
11466,42817,100,1417325210
11466,42821,100,1417325316
11466,42825,100,1417325516
11466,42829,100,1417325800
11466,42833,100,1417326045
11466,42932,100,1417326239
11466,42933,100,1417326315
11466,42934,100,1417326792
11466,42936,100,1417326981
11466,42937,100,1417327467
11466,42938,100,1417327672
11466,42939,100,1417328172
11466,42942,100,1417328455
11466,45866,97,1397179723
11466,45867,96,1397179692
11466,45868,97,1397179504
11466,45869,79,1397179292
11466,45870,98,1397179339
11466,45871,99,1397179671
11466,45872,1,1397179269
11466,45873,1,1397178628
11466,45875,71,1397176601
11466,45876,93,1397176094
11466,45877,76,1397177104
11466,45878,87,1397175984
11466,45879,86,1397174607
11466,45880,85,1397176219
11466,45881,62,1397175456
11466,45882,79,1397175945
11466,45884,95,1397101647
11466,45885,85,1397101616
11466,45886,72,1397102270
11466,45888,90,1397102475
11466,45889,71,1397100472
11466,45892,99,1397099394
11466,45893,90,1397100725
11466,45894,82,1397099889
11466,45895,100,1397099482
11466,45896,100,1397598360
11466,45897,100,1397597988
11466,45898,100,1397597900
11466,45899,100,1397596405
11466,45900,100,1397596172
11466,45901,99,1397594969
11466,45902,100,1397595007
11466,45903,90,1397594890
11466,45904,96,1397593698
11466,45905,98,1397596344
11466,45906,95,1397593433
11466,45907,80,1397592785
11466,45908,81,1397593599
11466,45909,97,1397592685
11466,45910,92,1397592565
11466,45911,78,1397591113
11466,45912,100,1397591063
11466,45913,80,1397591018
11466,45914,90,1397590500
11466,45915,100,1397592747
11469,26547,90,1398394958
11469,26548,80,1398394974
11469,26550,95,1398395013
11469,26558,70,1398395274
11469,26576,50,1398395612
11469,26582,50,1398396227
11469,26591,10,1398396421
11469,26593,25,1398396861
11469,26595,5,1398397057
11469,26599,81,1398398026
11469,26603,75,1398399069
11469,26605,10,1398399978
11469,26607,85,1398401628
11469,26609,86,1398401595
11469,26611,65,1398401847
11469,26613,16,1398402228
11469,26615,48,1398402427
11469,26617,74,1398403429
11469,26619,80,1398404182
11469,26621,61,1398404379
11469,26623,55,1398404591
11469,26625,47,1398404757
11469,26627,17,1398404860
11469,39148,90,1397590659
11469,39149,80,1397590733
11469,39189,77,1397590795
11469,39190,92,1397590839
11469,39191,85,1397590903
11469,39192,30,1397591054
11469,39193,45,1397591167
11469,39194,65,1397591219
11469,39195,50,1397591611
11469,39199,65,1397591782
11469,39200,40,1397592204
11481,41789,38,1397875417
11495,24430,40,1398625136
11495,24432,90,1398626252
11497,35151,95,1397590312
11497,38290,80,1396735189
11497,38293,25,1396736637
11497,38294,30,1396737221
11497,38296,95,1396738162
11497,38305,5,1396743923
11499,21468,65,1397718624
11499,21829,20,1394583229
11499,21844,25,1398214968
11499,22661,75,1397716315
11499,22683,65,1398143576
11499,23470,80,1394608307
11499,24838,50,1397626842
11499,24847,75,1397950708
11499,24850,90,1394587286
11499,26384,35,1398143757
11499,26387,70,1394604969
11499,26393,5,1394593083
11499,26401,20,1398188868
11499,26547,70,1397717520
11499,35555,35,1397712438
11499,35557,90,1397712899
11499,35564,10,1394608495
11499,35570,1,1394608719
11499,35571,20,1394609227
11499,35572,20,1394607972
11499,35574,30,1394607290
11499,35579,35,1397624159
11499,42989,90,1397949966
11499,43189,70,1397626962
11499,43190,80,1397946745
11502,29950,100,1403752890
11511,38290,100,1398140849
11536,51667,50,1417292026
11539,33889,96,1398318839
11539,41785,99,1398297098
11554,23826,64,1397588534
11554,26605,2,1398296637
11559,35535,4,1397798137
11559,35565,21,1397798976
11559,35571,51,1397784141
11559,35572,28,1397783225
11559,35573,56,1397783017
11559,35574,81,1397780954
11559,35575,99,1397780293
11559,35576,9,1397780046
11559,35578,22,1397776494
11572,21768,45,1398299009
11572,21769,70,1398299178
11572,45873,90,1397577526
11574,47388,5,1429780735
11585,41799,92,1398288780
11585,41801,89,1398289032
11585,41802,90,1398289295
11585,41818,100,1398053901
11601,29981,100,1418761623
11601,33894,1,1394929503
11629,22672,90,1394576385
11629,23442,98,1394570998
11629,26387,86,1394574569
11629,33894,31,1394570948
11633,26547,70,1397499677
11633,26548,60,1397500256
11633,26550,95,1397501316
11633,26558,100,1397501929
11633,26576,70,1397503949
11633,26582,100,1397504777
11645,38296,78,1398119031
11655,22677,61,1397632871
11655,22678,83,1397632932
11687,41793,49,1398301059
11701,38293,52,1397777006
11709,33925,69,1397985026
11711,21822,65,1394518112
11711,21829,26,1394508654
11711,21842,40,1398269047
11711,21843,46,1398269249
11711,21844,9,1398017697
11711,22661,74,1391480144
11711,22669,59,1394509698
11711,22681,71,1394509304
11711,24838,64,1391476710
11711,24847,57,1394508828
11711,24848,52,1394509241
11711,26386,30,1394557467
11711,26387,68,1394518540
11711,26388,57,1394519191
11711,26389,48,1398270365
11711,26399,32,1394508243
11711,26401,5,1398013217
11711,26404,25,1398014873
11711,26405,7,1398015145
11711,35554,36,1397971135
11711,35557,78,1391479742
11711,35558,14,1398011543
11711,35559,19,1398011229
11711,35560,8,1398010554
11711,35562,68,1398009966
11711,35567,28,1394557561
11711,35572,3,1394521173
11711,35573,23,1394556915
11711,35574,26,1397974876
11711,35575,81,1397973937
11711,35576,19,1397973712
11711,35578,88,1397972721
11711,35579,4,1397972584
11711,35580,36,1397971573
11723,29931,40,1397881214
11723,29932,95,1397881488
11723,29933,95,1397881828
11723,29937,20,1397884124
11723,43475,90,1397884492
11723,45872,50,1397603079
11723,45874,96,1397602783
11723,45875,59,1397601801
11723,45876,99,1397601423
11723,45877,85,1397602087
11723,45878,99,1397600557
11723,45879,40,1397598688
11723,45880,88,1397601529
11723,45881,30,1397599461
11723,45882,94,1397600525
11723,45883,90,1397598401
11723,45884,90,1397597602
11723,45885,85,1397597499
11723,45886,70,1397597953
11723,45887,87,1397597387
11723,45888,84,1397598143
11723,45889,70,1397597135
11723,45890,90,1397597279
11723,45891,86,1397596754
11723,45892,100,1397596644
11723,45893,90,1397597202
11723,45894,75,1397596965
11723,45895,99,1397596822
