,userID,pageID,rating,time,url
3214,13791,38488,82,2014-11-28 06:29:09,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2012/Question_06_(c)
3215,13791,38491,90,2014-11-28 06:30:15,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2012/Question_06_(f)
3216,13791,38497,31,2014-11-28 06:34:01,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2012/Question_11
3217,13791,49270,79,2014-11-30 04:09:32,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2011/Question_04_(b)
3218,13877,29878,46,2014-12-03 04:28:37,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH102/December_2011/Question_09
3219,13877,39458,93,2014-12-03 03:23:40,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH102/December_2012/Question_A_01
3220,13877,39477,91,2014-12-03 22:52:27,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH102/December_2012/Question_A_02
3221,13877,51623,73,2014-12-03 03:10:25,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH102/December_2013/Question_C_04
3222,14107,24872,97,2014-10-01 07:13:09,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2011/Question_01_(d)
3223,14107,24873,100,2014-11-11 19:41:51,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2011/Question_01_(e)
3224,14107,24874,70,2014-10-01 07:32:37,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2011/Question_01_(f)
3225,14107,24876,99,2014-12-06 03:49:37,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2011/Question_01_(h)
3226,14107,24880,99,2014-10-01 07:06:43,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2011/Question_01_(l)
3227,14107,24883,99,2014-11-11 19:28:55,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2011/Question_02_(a)
3228,14107,24888,99,2014-11-11 19:22:05,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2011/Question_02_(f)
3229,14107,24890,98,2014-11-11 20:41:04,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2011/Question_03
3230,14107,24891,99,2014-12-06 03:32:39,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2011/Question_04
3231,14107,31189,97,2014-10-02 06:54:31,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2010/Question_01_(e)
3232,14107,31559,98,2014-10-02 06:22:25,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_01_(a)
3233,14107,31562,99,2014-12-06 03:05:57,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_01_(d)
3234,14107,31563,100,2014-10-02 06:15:50,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_01_(e)
3235,14107,31564,98,2014-10-02 06:15:42,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_01_(f)
3236,14107,31566,97,2014-10-02 06:15:30,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_01_(h)
3237,14107,31569,99,2014-12-06 03:34:02,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_01_(j)
3238,14107,35603,99,2014-12-06 03:04:30,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_01_(f)
3239,14107,35607,100,2014-12-06 03:48:42,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_01_(j)
3240,14107,35610,100,2014-11-11 19:28:21,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_01_(m)
3241,14107,35612,92,2014-10-01 06:52:28,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_01_(o)
